asset_id,source_dataset,source_row_id,video_locator_raw,video_name,video_origin_id,underlying_source,clip_start_sec,clip_end_sec,task_type_raw,source_tag,temporal_scope_raw,content_dimension_raw,response_format_raw,interaction_mode_raw,has_user_timestamp,has_assistant_timestamp,has_think_timestamp,has_support_span,ask_time_sec,response_st_time_sec,response_end_time_sec,response_instant_time_sec,estimated_video_duration_sec,question_text_preview,response_text_preview,response_text_length,num_questions,num_responses,num_conversations,num_thoughts,total_think_chars,has_options
streamo_0000010,streamo,10,coin/SN_IhH4PDPo.mp4,SN_IhH4PDPo.mp4,SN_IhH4PDPo,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,63.0,65.0,,65.0,Identify and mark the video segments corresponding to a series of actions or steps.,press the fuel nozzle,21,1,3,4,0,0.0,False
streamo_0000011,streamo,11,coin/cK55Meyf3ss.mp4,cK55Meyf3ss.mp4,cK55Meyf3ss,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,92.0,176.0,,176.0,"Find, identify, and determine the temporal boundaries of a series of distinct actions or steps occurring throughout the video.",replace the old shower head,27,1,3,4,0,0.0,False
streamo_0000012,streamo,12,coin/WjjexIlQg6k.mp4,WjjexIlQg6k.mp4,WjjexIlQg6k,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,89.0,92.0,,92.0,Locate and describe a series of actions or steps in the video.,add seasoning to the boiling water,34,1,4,5,0,0.0,False
streamo_0000013,streamo,13,coin/8TVl3Ui-WHg.mp4,8TVl3Ui-WHg.mp4,8TVl3Ui-WHg,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,55.0,58.0,,58.0,Locate and describe a series of actions or steps in the video.,install the air nozzle,22,1,3,4,0,0.0,False
streamo_0000014,streamo,14,coin/LMoGwLqPM64.mp4,LMoGwLqPM64.mp4,LMoGwLqPM64,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,122.0,130.0,,130.0,Identify and mark the video segments corresponding to a series of actions or steps.,add seasoning to the boiling water,34,1,3,4,0,0.0,False
streamo_0000015,streamo,15,coin/633OkWbwLt4.mp4,633OkWbwLt4.mp4,633OkWbwLt4,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,115.0,118.0,,118.0,"Find, identify, and determine the temporal boundaries of a series of distinct actions or steps occurring throughout the video.",pour the noodles into the water and stir,40,1,3,4,0,0.0,False
streamo_0000016,streamo,16,coin/Cg6RAPmJDSM.mp4,Cg6RAPmJDSM.mp4,Cg6RAPmJDSM,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,142.0,167.0,,167.0,Identify and localize a series of steps or actions occurring in the video.,add raw materials,17,1,5,6,0,0.0,False
streamo_0000017,streamo,17,coin/PDele0Lq-iM.mp4,PDele0Lq-iM.mp4,PDele0Lq-iM,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,87.0,90.0,,90.0,"Find, identify, and determine the temporal boundaries of a series of distinct actions or steps occurring throughout the video.",install the wheels for the base,31,1,3,4,0,0.0,False
streamo_0000018,streamo,18,coin/wEXFa9wRSn0.mp4,wEXFa9wRSn0.mp4,wEXFa9wRSn0,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,161.0,172.0,,172.0,Locate and pinpoint a sequential series of specific actions or steps in the video.,add raw materials,17,1,10,11,0,0.0,False
streamo_0000019,streamo,19,coin/p0zXvzHhX5w.mp4,p0zXvzHhX5w.mp4,p0zXvzHhX5w,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,129.0,185.0,,185.0,Identify and localize a series of steps or actions occurring in the video.,put the ingredients into the can,32,1,3,4,0,0.0,False
streamo_0000020,streamo,20,coin/9OqJyxVCUiA.mp4,9OqJyxVCUiA.mp4,9OqJyxVCUiA,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,51.0,57.0,,57.0,Identify and mark the video segments corresponding to a series of actions or steps.,lift the barbell directly over the head,39,1,5,6,0,0.0,False
streamo_0000021,streamo,21,coin/I3tfxWUIHts.mp4,I3tfxWUIHts.mp4,I3tfxWUIHts,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,166.0,183.0,,183.0,Locate and describe a series of actions or steps in the video.,put the sticker on the window,29,1,6,7,0,0.0,False
streamo_0000022,streamo,22,coin/ajnTL-7mr3o.mp4,ajnTL-7mr3o.mp4,ajnTL-7mr3o,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,73.0,86.0,,86.0,Identify and mark the video segments corresponding to a series of actions or steps.,remove the light shell/housing/support,38,1,3,4,0,0.0,False
streamo_0000023,streamo,23,coin/1nQp_Yb8YW0.mp4,1nQp_Yb8YW0.mp4,1nQp_Yb8YW0,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,126.0,135.0,,135.0,Identify and localize a series of steps or actions occurring in the video.,take out the shell,18,1,4,5,0,0.0,False
streamo_0000024,streamo,24,coin/cjWBEQC3n3Q.mp4,cjWBEQC3n3Q.mp4,cjWBEQC3n3Q,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,145.0,182.0,,182.0,Locate and pinpoint a sequential series of specific actions or steps in the video.,adjust the tightness of the new string,38,1,6,7,0,0.0,False
streamo_0000025,streamo,25,coin/xEal3npbaQs.mp4,xEal3npbaQs.mp4,xEal3npbaQs,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,182.0,183.0,,183.0,Identify and localize a series of steps or actions occurring in the video.,remove the hamster from the hamster cage,40,1,6,7,0,0.0,False
streamo_0000026,streamo,26,coin/0R9pdc9dO3Q.mp4,0R9pdc9dO3Q.mp4,0R9pdc9dO3Q,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,114.0,122.0,,122.0,"Find, identify, and determine the temporal boundaries of a series of distinct actions or steps occurring throughout the video.",open cover,10,1,4,5,0,0.0,False
streamo_0000027,streamo,27,coin/lKBwkhmx8qI.mp4,lKBwkhmx8qI.mp4,lKBwkhmx8qI,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,53.0,63.0,,63.0,Locate and pinpoint a sequential series of specific actions or steps in the video.,use the needle to open the sim card slot,40,1,3,4,0,0.0,False
streamo_0000028,streamo,28,coin/JMqMKF2eVk0.mp4,JMqMKF2eVk0.mp4,JMqMKF2eVk0,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,109.0,121.0,,121.0,Identify and localize a series of steps or actions occurring in the video.,check the type of the back cover,32,1,4,5,0,0.0,False
streamo_0000029,streamo,29,coin/_dJ6KwVqj1s.mp4,_dJ6KwVqj1s.mp4,_dJ6KwVqj1s,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,55.0,187.0,,187.0,Locate and pinpoint a sequential series of specific actions or steps in the video.,install the new pin board,25,1,3,4,0,0.0,False
streamo_0000030,streamo,30,coin/a4MRvyxGF5M.mp4,a4MRvyxGF5M.mp4,a4MRvyxGF5M,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,141.0,144.0,,144.0,Locate and pinpoint a sequential series of specific actions or steps in the video.,march into the area and salute,30,1,3,4,0,0.0,False
streamo_0000031,streamo,31,coin/9KCy9ZKK2Nc.mp4,9KCy9ZKK2Nc.mp4,9KCy9ZKK2Nc,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,89.0,102.0,,102.0,Locate and pinpoint a sequential series of specific actions or steps in the video.,take out the battery,20,1,6,7,0,0.0,False
streamo_0000032,streamo,32,coin/t-4MEjgRcLY.mp4,t-4MEjgRcLY.mp4,t-4MEjgRcLY,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,124.0,146.0,,146.0,"Find, identify, and determine the temporal boundaries of a series of distinct actions or steps occurring throughout the video.",pour the ingredients into the bowl,34,1,3,4,0,0.0,False
streamo_0000033,streamo,33,coin/N5wOzlDvpVM.mp4,N5wOzlDvpVM.mp4,N5wOzlDvpVM,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,85.0,98.0,,98.0,Identify and mark the video segments corresponding to a series of actions or steps.,take out the shell,18,1,3,4,0,0.0,False
streamo_0000034,streamo,34,coin/udV9bizPwiU.mp4,udV9bizPwiU.mp4,udV9bizPwiU,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,72.0,81.0,,81.0,Identify and localize a series of steps or actions occurring in the video.,scratch scales,14,1,3,4,0,0.0,False
streamo_0000035,streamo,35,coin/TY6fWUgkEKQ.mp4,TY6fWUgkEKQ.mp4,TY6fWUgkEKQ,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,71.0,74.0,,74.0,Locate and describe a series of actions or steps in the video.,march into the area and salute,30,1,3,4,0,0.0,False
streamo_0000036,streamo,36,coin/SExfbacM9YY.mp4,SExfbacM9YY.mp4,SExfbacM9YY,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,94.0,137.0,,137.0,Locate and describe a series of actions or steps in the video.,glue on the back of the rubber,30,1,4,5,0,0.0,False
streamo_0000037,streamo,37,coin/i5K-DXt9djA.mp4,i5K-DXt9djA.mp4,i5K-DXt9djA,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,134.0,148.0,,148.0,Locate and pinpoint a sequential series of specific actions or steps in the video.,unload the wheel,16,1,5,6,0,0.0,False
streamo_0000038,streamo,38,coin/nX8oPykt6fk.mp4,nX8oPykt6fk.mp4,nX8oPykt6fk,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,21.0,63.0,,63.0,Identify and mark the video segments corresponding to a series of actions or steps.,show the blank paper,20,1,3,4,0,0.0,False
streamo_0000039,streamo,39,coin/tJOoUC_rQyI.mp4,tJOoUC_rQyI.mp4,tJOoUC_rQyI,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,37.0,46.0,,46.0,"Find, identify, and determine the temporal boundaries of a series of distinct actions or steps occurring throughout the video.",use vacuum cleaner to clean,27,1,4,5,0,0.0,False
streamo_0000040,streamo,40,coin/RnLcsM-QmuU.mp4,RnLcsM-QmuU.mp4,RnLcsM-QmuU,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,110.0,114.0,,114.0,Locate and pinpoint a sequential series of specific actions or steps in the video.,strip the insulation,20,1,6,7,0,0.0,False
streamo_0000041,streamo,41,coin/pcvs3Tp_BeU.mp4,pcvs3Tp_BeU.mp4,pcvs3Tp_BeU,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,97.0,102.0,,102.0,Identify and localize a series of steps or actions occurring in the video.,clean the window surface,24,1,5,6,0,0.0,False
streamo_0000042,streamo,42,coin/XZDC23QNF-4.mp4,XZDC23QNF-4.mp4,XZDC23QNF-4,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,32.0,36.0,,36.0,"Find, identify, and determine the temporal boundaries of a series of distinct actions or steps occurring throughout the video.",pour the noodles into the water and stir,40,1,3,4,0,0.0,False
streamo_0000043,streamo,43,coin/0xybXrdeSTk.mp4,0xybXrdeSTk.mp4,0xybXrdeSTk,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,75.0,85.0,,85.0,Locate and pinpoint a sequential series of specific actions or steps in the video.,cut the wide side,17,1,5,6,0,0.0,False
streamo_0000044,streamo,44,coin/zHHSOKFzmYQ.mp4,zHHSOKFzmYQ.mp4,zHHSOKFzmYQ,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,51.0,54.0,,54.0,Locate and describe a series of actions or steps in the video.,tear out the foil,17,1,3,4,0,0.0,False
streamo_0000045,streamo,45,coin/CK_9Bn3DZdw.mp4,CK_9Bn3DZdw.mp4,CK_9Bn3DZdw,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,75.0,79.0,,79.0,Locate and pinpoint a sequential series of specific actions or steps in the video.,cut off the tail and fin,24,1,4,5,0,0.0,False
streamo_0000046,streamo,46,coin/TS0dZccs0N0.mp4,TS0dZccs0N0.mp4,TS0dZccs0N0,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,84.0,85.0,,85.0,"Find, identify, and determine the temporal boundaries of a series of distinct actions or steps occurring throughout the video.",grind the coffee beans,22,1,4,5,0,0.0,False
streamo_0000047,streamo,47,coin/ofRVyP4PAzg.mp4,ofRVyP4PAzg.mp4,ofRVyP4PAzg,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,167.0,174.0,,174.0,"Find, identify, and determine the temporal boundaries of a series of distinct actions or steps occurring throughout the video.",open the car key cover,22,1,5,6,0,0.0,False
streamo_0000048,streamo,48,coin/huFjPGrq1Og.mp4,huFjPGrq1Og.mp4,huFjPGrq1Og,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,82.0,119.0,,119.0,Locate and describe a series of actions or steps in the video.,remove the peel,15,1,3,4,0,0.0,False
streamo_0000049,streamo,49,coin/Ku03DOoMNYw.mp4,Ku03DOoMNYw.mp4,Ku03DOoMNYw,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,87.0,102.0,,102.0,"Find, identify, and determine the temporal boundaries of a series of distinct actions or steps occurring throughout the video.",take out the shell,18,1,4,5,0,0.0,False
streamo_0000050,streamo,50,coin/4ZYUVqe45zg.mp4,4ZYUVqe45zg.mp4,4ZYUVqe45zg,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,119.0,125.0,,125.0,"Find, identify, and determine the temporal boundaries of a series of distinct actions or steps occurring throughout the video.",put the ingredients into the can,32,1,4,5,0,0.0,False
streamo_0000051,streamo,51,coin/qd7onfkw1iU.mp4,qd7onfkw1iU.mp4,qd7onfkw1iU,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,95.0,122.0,,122.0,Locate and pinpoint a sequential series of specific actions or steps in the video.,remove the core,15,1,3,4,0,0.0,False
streamo_0000052,streamo,52,coin/oO8of1uEHiU.mp4,oO8of1uEHiU.mp4,oO8of1uEHiU,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,109.0,118.0,,118.0,Identify and localize a series of steps or actions occurring in the video.,open the laptop rear cover,26,1,7,8,0,0.0,False
streamo_0000053,streamo,53,coin/HgkC8vNqmNQ.mp4,HgkC8vNqmNQ.mp4,HgkC8vNqmNQ,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,181.0,186.0,,186.0,Identify and mark the video segments corresponding to a series of actions or steps.,paint on the paper,18,1,4,5,0,0.0,False
streamo_0000054,streamo,54,coin/cUk96amBx44.mp4,cUk96amBx44.mp4,cUk96amBx44,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,68.0,89.0,,89.0,Locate and describe a series of actions or steps in the video.,wear a eye protection helmet,28,1,4,5,0,0.0,False
streamo_0000055,streamo,55,coin/ZiGEN2F_spc.mp4,ZiGEN2F_spc.mp4,ZiGEN2F_spc,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,124.0,128.0,,128.0,Locate and describe a series of actions or steps in the video.,cut off the tail and fin,24,1,4,5,0,0.0,False
streamo_0000056,streamo,56,coin/7L4Wr9rzar4.mp4,7L4Wr9rzar4.mp4,7L4Wr9rzar4,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,85.0,89.0,,89.0,Locate and pinpoint a sequential series of specific actions or steps in the video.,add seasoning on the salmon,27,1,3,4,0,0.0,False
streamo_0000057,streamo,57,coin/mX2gDutWTKA.mp4,mX2gDutWTKA.mp4,mX2gDutWTKA,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,126.0,141.0,,141.0,Locate and describe a series of actions or steps in the video.,fold the edges of the paper,27,1,5,6,0,0.0,False
streamo_0000058,streamo,58,coin/ZfPGAyll1-k.mp4,ZfPGAyll1-k.mp4,ZfPGAyll1-k,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,83.0,100.0,,100.0,"Find, identify, and determine the temporal boundaries of a series of distinct actions or steps occurring throughout the video.",mount the bracket to the back of the car,40,1,4,5,0,0.0,False
streamo_0000059,streamo,59,coin/8-Qa7tPdyFQ.mp4,8-Qa7tPdyFQ.mp4,8-Qa7tPdyFQ,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,113.0,129.0,,129.0,"Find, identify, and determine the temporal boundaries of a series of distinct actions or steps occurring throughout the video.",check the type of the back cover,32,1,6,7,0,0.0,False
streamo_0000060,streamo,60,coin/QLWJ4N-5KJg.mp4,QLWJ4N-5KJg.mp4,QLWJ4N-5KJg,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,87.0,177.0,,177.0,Locate and pinpoint a sequential series of specific actions or steps in the video.,fix the new string on the lower part of the guitar,50,1,4,5,0,0.0,False
streamo_0000061,streamo,61,coin/x3mP6poDdbY.mp4,x3mP6poDdbY.mp4,x3mP6poDdbY,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,103.0,127.0,,127.0,Locate and pinpoint a sequential series of specific actions or steps in the video.,cut in half,11,1,3,4,0,0.0,False
streamo_0000062,streamo,62,coin/sCwfcAEgvtw.mp4,sCwfcAEgvtw.mp4,sCwfcAEgvtw,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,99.0,108.0,,108.0,Identify and mark the video segments corresponding to a series of actions or steps.,apply polishing paste on the surface,36,1,3,4,0,0.0,False
streamo_0000063,streamo,63,coin/THo2YiWuU1s.mp4,THo2YiWuU1s.mp4,THo2YiWuU1s,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,36.0,70.0,,70.0,Identify and localize a series of steps or actions occurring in the video.,prepare the ground floor,24,1,4,5,0,0.0,False
streamo_0000064,streamo,64,coin/tK19K6aFIMM.mp4,tK19K6aFIMM.mp4,tK19K6aFIMM,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,145.0,178.0,,178.0,Identify and mark the video segments corresponding to a series of actions or steps.,take out some rice,18,1,5,6,0,0.0,False
streamo_0000065,streamo,65,coin/l_pp-1qu9Ig.mp4,l_pp-1qu9Ig.mp4,l_pp-1qu9Ig,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,42.0,102.0,,102.0,Locate and pinpoint a sequential series of specific actions or steps in the video.,measure the size of the packing paper,37,1,6,7,0,0.0,False
streamo_0000066,streamo,66,coin/BcJiXwaJjQQ.mp4,BcJiXwaJjQQ.mp4,BcJiXwaJjQQ,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,113.0,163.0,,163.0,Locate and describe a series of actions or steps in the video.,remove the toy and paper bed from the hamster cage,50,1,3,4,0,0.0,False
streamo_0000067,streamo,67,coin/Wh0Z5_wqNto.mp4,Wh0Z5_wqNto.mp4,Wh0Z5_wqNto,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,63.0,68.0,,68.0,Identify and mark the video segments corresponding to a series of actions or steps.,add raw materials,17,1,6,7,0,0.0,False
streamo_0000068,streamo,68,coin/lQnUlFm56Ao.mp4,lQnUlFm56Ao.mp4,lQnUlFm56Ao,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,149.0,169.0,,169.0,Locate and describe a series of actions or steps in the video.,apply the shampoo or hair conditioner,37,1,11,12,0,0.0,False
streamo_0000069,streamo,69,coin/SpPaRieydzo.mp4,SpPaRieydzo.mp4,SpPaRieydzo,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,134.0,204.0,,204.0,Identify and localize a series of steps or actions occurring in the video.,cut off the tail and fin,24,1,3,4,0,0.0,False
streamo_0000070,streamo,70,coin/IVjJIVvcawo.mp4,IVjJIVvcawo.mp4,IVjJIVvcawo,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,156.0,215.0,,215.0,"Find, identify, and determine the temporal boundaries of a series of distinct actions or steps occurring throughout the video.",cone the leaves,15,1,4,5,0,0.0,False
streamo_0000071,streamo,71,coin/N1V_rruN5oc.mp4,N1V_rruN5oc.mp4,N1V_rruN5oc,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,154.0,183.0,,183.0,Identify and localize a series of steps or actions occurring in the video.,apply detergent to bathtub,26,1,3,4,0,0.0,False
streamo_0000072,streamo,72,coin/dyhR-XYWa0A.mp4,dyhR-XYWa0A.mp4,dyhR-XYWa0A,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,48.0,66.0,,66.0,Identify and localize a series of steps or actions occurring in the video.,show the glass to the audience,30,1,3,4,0,0.0,False
streamo_0000073,streamo,73,coin/IuLXpF0pkRc.mp4,IuLXpF0pkRc.mp4,IuLXpF0pkRc,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,26.0,72.0,,72.0,Locate and pinpoint a sequential series of specific actions or steps in the video.,install the wheels for the base,31,1,3,4,0,0.0,False
streamo_0000074,streamo,74,coin/W5W1XXdueT0.mp4,W5W1XXdueT0.mp4,W5W1XXdueT0,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,114.0,178.0,,178.0,Locate and pinpoint a sequential series of specific actions or steps in the video.,install the wheels for the base,31,1,4,5,0,0.0,False
streamo_0000075,streamo,75,coin/14bRmzauQFE.mp4,14bRmzauQFE.mp4,14bRmzauQFE,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,52.0,56.0,,56.0,Locate and describe a series of actions or steps in the video.,dip detergent with rag or apply detergent,41,1,3,4,0,0.0,False
streamo_0000076,streamo,76,coin/k6klYBJCjWI.mp4,k6klYBJCjWI.mp4,k6klYBJCjWI,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,61.0,93.0,,93.0,"Find, identify, and determine the temporal boundaries of a series of distinct actions or steps occurring throughout the video.",fix the new string on the lower part of the guitar,50,1,3,4,0,0.0,False
streamo_0000077,streamo,77,coin/lyAWtyRTEe4.mp4,lyAWtyRTEe4.mp4,lyAWtyRTEe4,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,143.0,154.0,,154.0,Locate and describe a series of actions or steps in the video.,apply polishing paste on the surface,36,1,5,6,0,0.0,False
streamo_0000078,streamo,78,coin/Tz1ccR4A_Pk.mp4,Tz1ccR4A_Pk.mp4,Tz1ccR4A_Pk,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,171.0,191.0,,191.0,Identify and localize a series of steps or actions occurring in the video.,"process (crop, fold) paper",26,1,5,6,0,0.0,False
streamo_0000079,streamo,79,coin/zRtZbAQMhjw.mp4,zRtZbAQMhjw.mp4,zRtZbAQMhjw,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,95.0,107.0,,107.0,Identify and localize a series of steps or actions occurring in the video.,use the needle to open the sim card slot,40,1,3,4,0,0.0,False
streamo_0000080,streamo,80,coin/PBZ09GEbYAE.mp4,PBZ09GEbYAE.mp4,PBZ09GEbYAE,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,62.0,65.0,,65.0,Identify and mark the video segments corresponding to a series of actions or steps.,march into the area and salute,30,1,3,4,0,0.0,False
streamo_0000081,streamo,81,coin/piajlE3zwe4.mp4,piajlE3zwe4.mp4,piajlE3zwe4,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,41.0,47.0,,47.0,"Find, identify, and determine the temporal boundaries of a series of distinct actions or steps occurring throughout the video.",open the fuel tank cap,22,1,4,5,0,0.0,False
streamo_0000082,streamo,82,coin/uf0J76feCl0.mp4,uf0J76feCl0.mp4,uf0J76feCl0,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,42.0,60.0,,60.0,Locate and pinpoint a sequential series of specific actions or steps in the video.,rinse the pot,13,1,3,4,0,0.0,False
streamo_0000083,streamo,83,coin/a5cCXFeLUR8.mp4,a5cCXFeLUR8.mp4,a5cCXFeLUR8,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,78.0,89.0,,89.0,Locate and pinpoint a sequential series of specific actions or steps in the video.,apply detergent to leather,26,1,3,4,0,0.0,False
streamo_0000084,streamo,84,coin/2iL7JSB42jc.mp4,2iL7JSB42jc.mp4,2iL7JSB42jc,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,123.0,136.0,,136.0,Locate and pinpoint a sequential series of specific actions or steps in the video.,pour salt and rust removal liquid,33,1,7,8,0,0.0,False
streamo_0000085,streamo,85,coin/ffC1az6Nl0I.mp4,ffC1az6Nl0I.mp4,ffC1az6Nl0I,unknown,,,Action_Caption,coin,,,,,True,True,False,True,0.0,149.0,153.0,,153.0,Locate and describe a series of actions or steps in the video.,take out the label,18,1,4,5,0,0.0,False
